soru,cevap,dönem
"Mercidabık Zaferi ne zaman kazanıldı?","1516 yılında Mercidabık Zaferi ile Memlük ordusu yenilgiye uğratıldı' Halep ve Suriye Osmanlı topraklarına katıldı.","yükseliş"
"Bu zaferle hangi topraklar alındı?","1516 yılında Mercidabık Zaferi ile Memlük ordusu yenilgiye uğratıldı' Halep ve Suriye Osmanlı topraklarına katıldı.","yükseliş"
"Mercidabık'ta kim yenildi?","1516 yılında Mercidabık Zaferi ile Memlük ordusu yenilgiye uğratıldı' Halep ve Suriye Osmanlı topraklarına katıldı.","yükseliş"
"Suriye ne zaman Osmanlı toprağı oldu?","1516 yılında Mercidabık Zaferi ile Memlük ordusu yenilgiye uğratıldı' Halep ve Suriye Osmanlı topraklarına katıldı.","yükseliş"
"Ridaniye Zaferi ne zaman kazanıldı?","1517 yılında Ridaniye Zaferi ile Mısır alındı; Hicaz Şerifliği ve Yemen Osmanlı'ya bağlandı' halifelik Osmanlı'ya geçti.","yükseliş"
"Mısır ne zaman fethedildi?","1517 yılında Ridaniye Zaferi ile Mısır alındı; Hicaz Şerifliği ve Yemen Osmanlı'ya bağlandı' halifelik Osmanlı'ya geçti.","yükseliş"
"Halifelik Osmanlı'ya ne zaman geçti?","1517 yılında Ridaniye Zaferi ile Mısır alındı; Hicaz Şerifliği ve Yemen Osmanlı'ya bağlandı' halifelik Osmanlı'ya geçti.","yükseliş"
"Hicaz ne zaman Osmanlı'ya bağlandı?","1517 yılında Ridaniye Zaferi ile Mısır alındı; Hicaz Şerifliği ve Yemen Osmanlı'ya bağlandı' halifelik Osmanlı'ya geçti.","yükseliş"
"Cezayir ne zaman Osmanlı toprağı oldu?","1519 yılında Barbaros Hayreddin Paşa idaresindeki Cezayir Osmanlı'ya iltihak etti.","yükseliş"
"Cezayir'i kim Osmanlı'ya bağladı?","1519 yılında Barbaros Hayreddin Paşa idaresindeki Cezayir Osmanlı'ya iltihak etti.","yükseliş"
"Barbaros Hayreddin Paşa Cezayir'i ne zaman bağladı?","1519 yılında Barbaros Hayreddin Paşa idaresindeki Cezayir Osmanlı'ya iltihak etti.","yükseliş"
"Kuzey Afrika'da Osmanlı hakimiyeti ne zaman başladı?","1519 yılında Barbaros Hayreddin Paşa idaresindeki Cezayir Osmanlı'ya iltihak etti.","yükseliş"
"Kanuni Sultan Süleyman ne zaman tahta geçti?","1520 yılında Yavuz Sultan Selim vefat etti ve Kanuni Sultan Süleyman tahta geçti.","yükseliş"
"Yavuz Sultan Selim ne zaman öldü?","1520 yılında Yavuz Sultan Selim vefat etti ve Kanuni Sultan Süleyman tahta geçti.","yükseliş"
"1520'de tahta kim çıktı?","1520 yılında Yavuz Sultan Selim vefat etti ve Kanuni Sultan Süleyman tahta geçti.","yükseliş"
"Kanuni'nin saltanatı ne zaman başladı?","1520 yılında Yavuz Sultan Selim vefat etti ve Kanuni Sultan Süleyman tahta geçti.","yükseliş"
"Belgrad ne zaman fethedildi?","1521 yılında Kanuni Belgrad'ı fethederek Osmanlı sınırlarını Orta Avrupa'ya dayadı.","yükseliş"
"Belgrad'ı kim fethetti?","1521 yılında Kanuni Belgrad'ı fethederek Osmanlı sınırlarını Orta Avrupa'ya dayadı.","yükseliş"
"Bu fetih hangi yılda oldu?","1521 yılında Kanuni Belgrad'ı fethederek Osmanlı sınırlarını Orta Avrupa'ya dayadı.","yükseliş"
"Osmanlı sınırları Orta Avrupa'ya ne zaman dayandı?","1521 yılında Kanuni Belgrad'ı fethederek Osmanlı sınırlarını Orta Avrupa'ya dayadı.","yükseliş"
"Rodos ne zaman fethedildi?","1522 yılında Kanuni Rodos'u fethederek Bodrum ve On İki Ada'yı Osmanlı topraklarına kattı.","yükseliş"
"Rodos'u kim fethetti?","1522 yılında Kanuni Rodos'u fethederek Bodrum ve On İki Ada'yı Osmanlı topraklarına kattı.","yükseliş"
"On İki Ada ne zaman Osmanlı toprağı oldu?","1522 yılında Kanuni Rodos'u fethederek Bodrum ve On İki Ada'yı Osmanlı topraklarına kattı.","yükseliş"
"Bu fetih hangi yılda yapıldı?","1522 yılında Kanuni Rodos'u fethederek Bodrum ve On İki Ada'yı Osmanlı topraklarına kattı.","yükseliş"
"Mohaç Zaferi ne zaman kazanıldı?","1526 yılında Kanuni' Macaristan'a karşı Mohaç Zaferi'ni kazanarak Macar Krallığı'nı fiilen ortadan kaldırdı.","yükseliş"
"Mohaç'ta hangi krallık yıkıldı?","1526 yılında Kanuni' Macaristan'a karşı Mohaç Zaferi'ni kazanarak Macar Krallığı'nı fiilen ortadan kaldırdı.","yükseliş"
"Macar Krallığı ne zaman yıkıldı?","1526 yılında Kanuni' Macaristan'a karşı Mohaç Zaferi'ni kazanarak Macar Krallığı'nı fiilen ortadan kaldırdı.","yükseliş"
"Bu zaferi kim kazandı?","1526 yılında Kanuni' Macaristan'a karşı Mohaç Zaferi'ni kazanarak Macar Krallığı'nı fiilen ortadan kaldırdı.","yükseliş"
"I. Viyana Kuşatması ne zaman yapıldı?","1529 yılında Viyana Kuşatması gerçekleştirildi ancak başarısız oldu.","yükseliş"
"Viyana ilk kez ne zaman kuşatıldı?","1529 yılında Viyana Kuşatması gerçekleştirildi ancak başarısız oldu.","yükseliş"
"Bu kuşatma nasıl sonuçlandı?","1529 yılında Viyana Kuşatması gerçekleştirildi ancak başarısız oldu.","yükseliş"
"Viyana Kuşatması'nı kim yaptı?","1529 yılında Viyana Kuşatması gerçekleştirildi ancak başarısız oldu.","yükseliş"
"Preveze Deniz Zaferi ne zaman kazanıldı?","1538 yılında Preveze Deniz Zaferi ile Kutsal İttifak donanması ağır yenilgiye uğratıldı.","yükseliş"
"Preveze'de kim yenildi?","1538 yılında Preveze Deniz Zaferi ile Kutsal İttifak donanması ağır yenilgiye uğratıldı.","yükseliş"
"Bu zaferi kim kazandı?","1538 yılında Preveze Deniz Zaferi ile Kutsal İttifak donanması ağır yenilgiye uğratıldı.","yükseliş"
"Preveze Deniz Muharebesi hangi yılda oldu?","1538 yılında Preveze Deniz Zaferi ile Kutsal İttifak donanması ağır yenilgiye uğratıldı.","yükseliş"
"Fransızlara ticaret imtiyazı ne zaman verildi?","1536 yılında Fransızlara ticaret imtiyazları veren ahidname imzalandı.","yükseliş"
"Kapitülasyonlar ilk kez hangi ülkeye verildi?","1536 yılında Fransızlara ticaret imtiyazları veren ahidname imzalandı.","yükseliş"
"Bu imtiyazlar hangi yılda başladı?","1536 yılında Fransızlara ticaret imtiyazları veren ahidname imzalandı.","yükseliş"
"Ahidname ne zaman imzalandı?","1536 yılında Fransızlara ticaret imtiyazları veren ahidname imzalandı.","yükseliş"
"Amasya Antlaşması ne zaman imzalandı?","1555 yılında Osmanlı ile Safevi Devleti arasında Amasya Antlaşması imzalandı ve doğu sınırı belirlendi.","yükseliş"
"Bu antlaşma hangi devletler arasında yapıldı?","1555 yılında Osmanlı ile Safevi Devleti arasında Amasya Antlaşması imzalandı ve doğu sınırı belirlendi.","yükseliş"
"Doğu sınırı ne zaman belirlendi?","1555 yılında Osmanlı ile Safevi Devleti arasında Amasya Antlaşması imzalandı ve doğu sınırı belirlendi.","yükseliş"
"Amasya Antlaşması'nın önemi nedir?","1555 yılında Osmanlı ile Safevi Devleti arasında Amasya Antlaşması imzalandı ve doğu sınırı belirlendi.","yükseliş"
"Astrahan Seferi ne zaman yapıldı?","1569 yılında Sokollu Mehmed Paşa'nın Astrahan Seferi başarısız oldu ve Don-Volga Kanal Projesi terk edildi.","duraklama"
"Bu sefer nasıl sonuçlandı?","1569 yılında Sokollu Mehmed Paşa'nın Astrahan Seferi başarısız oldu ve Don-Volga Kanal Projesi terk edildi.","duraklama"
"Don-Volga Kanal Projesi ne zaman terk edildi?","1569 yılında Sokollu Mehmed Paşa'nın Astrahan Seferi başarısız oldu ve Don-Volga Kanal Projesi terk edildi.","duraklama"
"Astrahan'ı kim kuşattı?","1569 yılında Sokollu Mehmed Paşa'nın Astrahan Seferi başarısız oldu ve Don-Volga Kanal Projesi terk edildi.","duraklama"
"İnebahtı Deniz Muharebesi ne zaman oldu?","1571 yılında İnebahtı Deniz Muharebesi'nde Osmanlı donanması ağır bir yenilgi aldı.","duraklama"
"Osmanlı donanması nerede yenildi?","1571 yılında İnebahtı Deniz Muharebesi'nde Osmanlı donanması ağır bir yenilgi aldı.","duraklama"
"Bu yenilgi hangi yılda gerçekleşti?","1571 yılında İnebahtı Deniz Muharebesi'nde Osmanlı donanması ağır bir yenilgi aldı.","duraklama"
"İnebahtı'da kim kazandı?","1571 yılında İnebahtı Deniz Muharebesi'nde Osmanlı donanması ağır bir yenilgi aldı.","duraklama"
"Kıbrıs ne zaman fethedildi?","1571 yılında Kıbrıs'ın fethi tamamlandı (Mağusa'nın düşüşü).","duraklama"
"Kıbrıs'ın fethi ne zaman tamamlandı?","1571 yılında Kıbrıs'ın fethi tamamlandı (Mağusa'nın düşüşü).","duraklama"
"Mağusa ne zaman düştü?","1571 yılında Kıbrıs'ın fethi tamamlandı (Mağusa'nın düşüşü).","duraklama"
"Kıbrıs'ı kim fethetti?","1571 yılında Kıbrıs'ın fethi tamamlandı (Mağusa'nın düşüşü).","duraklama"
"İstanbul Rasathanesi ne zaman yıktırıldı?","1580 yılında İstanbul Rasathanesi donanmayla topa tutularak yıktırıldı.","duraklama"
"Rasathaneyi kim yıktırdı?","1580 yılında İstanbul Rasathanesi donanmayla topa tutularak yıktırıldı.","duraklama"
"Rasathane neden yıktırıldı?","1580 yılında İstanbul Rasathanesi donanmayla topa tutularak yıktırıldı.","duraklama"
"Takiyüddin'in rasathanesi ne zaman yok edildi?","1580 yılında İstanbul Rasathanesi donanmayla topa tutularak yıktırıldı.","duraklama"
"Köprülü Mehmed Paşa ne zaman sadrazam oldu?","1656 yılında Köprülü Mehmed Paşa sadrazamlığa getirilerek Köprülüler Devri başladı.","duraklama"
"Köprülüler Devri ne zaman başladı?","1656 yılında Köprülü Mehmed Paşa sadrazamlığa getirilerek Köprülüler Devri başladı.","duraklama"
"Köprülü Mehmed Paşa hangi göreve getirildi?","1656 yılında Köprülü Mehmed Paşa sadrazamlığa getirilerek Köprülüler Devri başladı.","duraklama"
"Merkezi otoriteyi kim yeniden tesis etti?","1656 yılında Köprülü Mehmed Paşa sadrazamlığa getirilerek Köprülüler Devri başladı.","duraklama"
"Girit'in fethi ne zaman tamamlandı?","1669 yılında Kandiye'nin alınmasıyla Girit tamamen Osmanlı hakimiyetine girdi.","duraklama"
"Kandiye ne zaman alındı?","1669 yılında Kandiye'nin alınmasıyla Girit tamamen Osmanlı hakimiyetine girdi.","duraklama"
"Girit ne zaman kesin olarak alındı?","1669 yılında Kandiye'nin alınmasıyla Girit tamamen Osmanlı hakimiyetine girdi.","duraklama"
"Osmanlı-Venedik Savaşı ne zaman sona erdi?","1669 yılında Kandiye'nin alınmasıyla Girit tamamen Osmanlı hakimiyetine girdi.","duraklama"
"II. Viyana Kuşatması ne zaman yapıldı?","1683 yılında II. Viyana Kuşatması başarısız oldu ve Osmanlı ordusu ağır yenilgi aldı; bu olay Kutsal İttifak Savaşları'nı başlattı.","duraklama"
"Bu kuşatma nasıl sonuçlandı?","1683 yılında II. Viyana Kuşatması başarısız oldu ve Osmanlı ordusu ağır yenilgi aldı; bu olay Kutsal İttifak Savaşları'nı başlattı.","duraklama"
"Viyana bozgunu hangi yılda oldu?","1683 yılında II. Viyana Kuşatması başarısız oldu ve Osmanlı ordusu ağır yenilgi aldı; bu olay Kutsal İttifak Savaşları'nı başlattı.","duraklama"
"Kutsal İttifak Savaşları ne zaman başladı?","1683 yılında II. Viyana Kuşatması başarısız oldu ve Osmanlı ordusu ağır yenilgi aldı; bu olay Kutsal İttifak Savaşları'nı başlattı.","duraklama"
"Karlofça Antlaşması ne zaman imzalandı?","1699 yılında Karlofça Antlaşması ile Macaristan Avusturya'ya' Podolya Lehistan'a' Mora Venedik'e kaybedildi.","duraklama"
"Bu antlaşmayla hangi topraklar kaybedildi?","1699 yılında Karlofça Antlaşması ile Macaristan Avusturya'ya' Podolya Lehistan'a' Mora Venedik'e kaybedildi.","duraklama"
"Osmanlı'nın ilk büyük toprak kaybı ne zaman oldu?","1699 yılında Karlofça Antlaşması ile Macaristan Avusturya'ya' Podolya Lehistan'a' Mora Venedik'e kaybedildi.","duraklama"
"Macaristan hangi antlaşmayla kaybedildi?","1699 yılında Karlofça Antlaşması ile Macaristan Avusturya'ya' Podolya Lehistan'a' Mora Venedik'e kaybedildi.","duraklama"
"Lale Devri ne zaman başladı?","1718 yılında Pasarofça Antlaşması'ndan sonra III. Ahmed döneminde Lale Devri başladı.","gerileme"
"Pasarofça Antlaşması ne zaman imzalandı?","1718 yılında Pasarofça Antlaşması ile Banat' Sırbistan'ın kuzeyi ve Eflak'ın batısı Avusturya'ya kaybedildi; bu antlaşma Lale Devri'ni başlattı.","gerileme"
"Bu antlaşmayla neler kaybedildi?","1718 yılında Pasarofça Antlaşması ile Banat' Sırbistan'ın kuzeyi ve Eflak'ın batısı Avusturya'ya kaybedildi; bu antlaşma Lale Devri'ni başlattı.","gerileme"
"Lale Devri hangi padişah döneminde oldu?","1718 yılında Pasarofça Antlaşması'ndan sonra III. Ahmed döneminde Lale Devri başladı.","gerileme"
"İlk Türk matbaası ne zaman kuruldu?","1726 yılında İbrahim Müteferrika tarafından ilk Türk matbaası kuruldu (ilk kitap 1729'da basıldı).","gerileme"
"Matbaayı kim kurdu?","1726 yılında İbrahim Müteferrika tarafından ilk Türk matbaası kuruldu (ilk kitap 1729'da basıldı).","gerileme"
"İlk kitap ne zaman basıldı?","1726 yılında İbrahim Müteferrika tarafından ilk Türk matbaası kuruldu (ilk kitap 1729'da basıldı).","gerileme"
"Matbaa Osmanlı'ya ne zaman geldi?","1726 yılında İbrahim Müteferrika tarafından ilk Türk matbaası kuruldu (ilk kitap 1729'da basıldı).","gerileme"
"Patrona Halil İsyanı ne zaman oldu?","1730 yılında Patrona Halil İsyanı ile III. Ahmed tahttan indirildi ve Lale Devri sona erdi.","gerileme"
"Bu isyan sonucunda hangi padişah tahttan indirildi?","1730 yılında Patrona Halil İsyanı ile III. Ahmed tahttan indirildi ve Lale Devri sona erdi.","gerileme"
"Lale Devri ne zaman sona erdi?","1730 yılında Patrona Halil İsyanı ile III. Ahmed tahttan indirildi ve Lale Devri sona erdi.","gerileme"
"İsyanın lideri kimdi?","1730 yılında Patrona Halil İsyanı ile III. Ahmed tahttan indirildi ve Lale Devri sona erdi.","gerileme"
"Küçük Kaynarca Antlaşması ne zaman imzalandı?","1774 yılında Küçük Kaynarca Antlaşması ile Kırım Hanlığı bağımsız oldu; Rusya' Osmanlı'daki Ortodoksların koruyucusu haline geldi.","gerileme"
"Kırım ne zaman kaybedildi?","1774 yılında Küçük Kaynarca Antlaşması ile Kırım Hanlığı bağımsız oldu; Rusya' Osmanlı'daki Ortodoksların koruyucusu haline geldi.","gerileme"
"Rusya hangi hakları kazandı?","1774 yılında Küçük Kaynarca Antlaşması ile Kırım Hanlığı bağımsız oldu; Rusya' Osmanlı'daki Ortodoksların koruyucusu haline geldi.","gerileme"
"Kırım ne zaman bağımsız oldu?","1774 yılında Küçük Kaynarca Antlaşması ile Kırım Hanlığı bağımsız oldu; Rusya' Osmanlı'daki Ortodoksların koruyucusu haline geldi.","gerileme"
"Napolyon Mısır'ı ne zaman işgal etti?","1798 yılında Napolyon Bonapart Mısır'ı işgal ederek Osmanlı topraklarına saldırdı.","gerileme"
"Mısır'ı kim işgal etti?","1798 yılında Napolyon Bonapart Mısır'ı işgal ederek Osmanlı topraklarına saldırdı.","gerileme"
"Mısır işgali hangi yılda oldu?","1798 yılında Napolyon Bonapart Mısır'ı işgal ederek Osmanlı topraklarına saldırdı.","gerileme"
"Fransızlar Mısır'a ne zaman çıktı?","1798 yılında Napolyon Bonapart Mısır'ı işgal ederek Osmanlı topraklarına saldırdı.","gerileme"
"Sırp İsyanı ne zaman başladı?","1804 yılında Sırp İsyanı başlayarak Balkanlar'da milliyetçi hareketleri başlattı.","gerileme"
"İlk büyük milliyetçi ayaklanma hangi yılda oldu?","1804 yılında Sırp İsyanı başlayarak Balkanlar'da milliyetçi hareketleri başlattı.","gerileme"
"Sırplar Osmanlı'ya karşı ne zaman ayaklandı?","1804 yılında Sırp İsyanı başlayarak Balkanlar'da milliyetçi hareketleri başlattı.","gerileme"
"Balkanlar'da milliyetçilik ne zaman başladı?","1804 yılında Sırp İsyanı başlayarak Balkanlar'da milliyetçi hareketleri başlattı.","gerileme"
"Yunan İsyanı ne zaman patlak verdi?","1821 yılında Yunan İsyanı başlayarak Mora'da Osmanlı egemenliğine karşı büyük bir ayaklanma başlattı.","gerileme"
"Mora'da ayaklanma ne zaman oldu?","1821 yılında Yunan İsyanı başlayarak Mora'da Osmanlı egemenliğine karşı büyük bir ayaklanma başlattı.","gerileme"
"Yunanistan bağımsızlık savaşını ne zaman başlattı?","1821 yılında Yunan İsyanı başlayarak Mora'da Osmanlı egemenliğine karşı büyük bir ayaklanma başlattı.","gerileme"
"1821'de hangi isyan çıktı?","1821 yılında Yunan İsyanı başlayarak Mora'da Osmanlı egemenliğine karşı büyük bir ayaklanma başlattı.","gerileme"
"Vaka-i Hayriye nedir?","1826 yılında Vaka-i Hayriye ile Yeniçeri Ocağı kaldırıldı ve yerine Asakir-i Mansure-i Muhammediyye kuruldu.","gerileme"
"Yeniçeri Ocağı ne zaman kaldırıldı?","1826 yılında Vaka-i Hayriye ile Yeniçeri Ocağı kaldırıldı ve yerine Asakir-i Mansure-i Muhammediyye kuruldu.","gerileme"
"Bu olay hangi padişah döneminde oldu?","1826 yılında Vaka-i Hayriye ile Yeniçeri Ocağı kaldırıldı ve yerine Asakir-i Mansure-i Muhammediyye kuruldu.","gerileme"
"Yeniçeri Ocağı'nın yerine ne kuruldu?","1826 yılında Vaka-i Hayriye ile Yeniçeri Ocağı kaldırıldı ve yerine Asakir-i Mansure-i Muhammediyye kuruldu.","gerileme"
"Navarin Deniz Muharebesi ne zaman oldu?","1827 yılında Navarin Deniz Muharebesi'nde İngiliz' Fransız ve Rus donanmaları Osmanlı-Mısır donanmasını yaktı.","gerileme"
"Osmanlı-Mısır donanmasını kim yaktı?","1827 yılında Navarin Deniz Muharebesi'nde İngiliz' Fransız ve Rus donanmaları Osmanlı-Mısır donanmasını yaktı.","gerileme"
"Navarin Baskını hangi yılda oldu?","1827 yılında Navarin Deniz Muharebesi'nde İngiliz' Fransız ve Rus donanmaları Osmanlı-Mısır donanmasını yaktı.","gerileme"
"Üç devlet Osmanlı donanmasını ne zaman yaktı?","1827 yılında Navarin Deniz Muharebesi'nde İngiliz' Fransız ve Rus donanmaları Osmanlı-Mısır donanmasını yaktı.","gerileme"
"Cezayir ne zaman Fransız işgaline uğradı?","1830 yılında Fransa' Cezayir'i işgal ederek Osmanlı toprağı olmaktan çıkardı.","gerileme"
"Cezayir'i kim işgal etti?","1830 yılında Fransa' Cezayir'i işgal ederek Osmanlı toprağı olmaktan çıkardı.","gerileme"
"Fransa Cezayir'i ne zaman işgal etti?","1830 yılında Fransa' Cezayir'i işgal ederek Osmanlı toprağı olmaktan çıkardı.","gerileme"
"Cezayir ne zaman kaybedildi?","1830 yılında Fransa' Cezayir'i işgal ederek Osmanlı toprağı olmaktan çıkardı.","gerileme"
"İlk Osmanlı gazetesi ne zaman yayınlandı?","1831 yılında Takvim-i Vekayi adlı ilk Osmanlı gazetesi yayınlandı.","gerileme"
"Takvim-i Vekayi nedir?","1831 yılında Takvim-i Vekayi adlı ilk Osmanlı gazetesi yayınlandı.","gerileme"
"Gazete hangi yılda çıkarıldı?","1831 yılında Takvim-i Vekayi adlı ilk Osmanlı gazetesi yayınlandı.","gerileme"
"İlk resmi gazete ne zaman yayımlandı?","1831 yılında Takvim-i Vekayi adlı ilk Osmanlı gazetesi yayınlandı.","gerileme"
"Tanzimat Fermanı ne zaman ilan edildi?","1839 yılında Tanzimat Fermanı ilan edilerek can ve mal güvenliği' vergide eşitlik gibi ilkeler getirildi.","çöküş"
"Bu ferman hangi ilkeleri getirdi?","1839 yılında Tanzimat Fermanı ilan edilerek can ve mal güvenliği' vergide eşitlik gibi ilkeler getirildi.","çöküş"
"Tanzimat Fermanı'nın önemi nedir?","1839 yılında Tanzimat Fermanı ilan edilerek can ve mal güvenliği' vergide eşitlik gibi ilkeler getirildi.","çöküş"
"Ferman hangi padişah döneminde ilan edildi?","1839 yılında Tanzimat Fermanı ilan edilerek can ve mal güvenliği' vergide eşitlik gibi ilkeler getirildi.","çöküş"
"Islahat Fermanı ne zaman ilan edildi?","1856 yılında Islahat Fermanı ilan edilerek gayrimüslimlere eşit haklar tanındı ve cizye kaldırıldı.","çöküş"
"Bu fermanla hangi haklar tanındı?","1856 yılında Islahat Fermanı ilan edilerek gayrimüslimlere eşit haklar tanındı ve cizye kaldırıldı.","çöküş"
"Cizye ne zaman kaldırıldı?","1856 yılında Islahat Fermanı ilan edilerek gayrimüslimlere eşit haklar tanındı ve cizye kaldırıldı.","çöküş"
"Gayrimüslimlere eşitlik ne zaman verildi?","1856 yılında Islahat Fermanı ilan edilerek gayrimüslimlere eşit haklar tanındı ve cizye kaldırıldı.","çöküş"
"Kırım Savaşı hangi yıllar arasında yapıldı?","1853-1856 Kırım Savaşı'nda Osmanlı' İngiltere' Fransa ve Sardinya ile birlikte Rusya'ya karşı savaştı.","çöküş"
"Osmanlı hangi devletlerle ittifak yaptı?","1853-1856 Kırım Savaşı'nda Osmanlı' İngiltere' Fransa ve Sardinya ile birlikte Rusya'ya karşı savaştı.","çöküş"
"Bu savaşta Osmanlı'nın yanında kimler vardı?","1853-1856 Kırım Savaşı'nda Osmanlı' İngiltere' Fransa ve Sardinya ile birlikte Rusya'ya karşı savaştı.","çöküş"
"Kırım Savaşı ne zaman sona erdi?","1853-1856 Kırım Savaşı'nda Osmanlı' İngiltere' Fransa ve Sardinya ile birlikte Rusya'ya karşı savaştı.","çöküş"
"Osmanlı maliyesi ne zaman iflas etti?","1875 yılında Osmanlı maliyesi iflasını ilan etti; bu durum 1881'de Düyun-ı Umumiye İdaresi'nin kurulmasına yol açtı.","çöküş"
"İflas hangi yılda ilan edildi?","1875 yılında Osmanlı maliyesi iflasını ilan etti; bu durum 1881'de Düyun-ı Umumiye İdaresi'nin kurulmasına yol açtı.","çöküş"
"Düyun-ı Umumiye ne zaman kuruldu?","1875 yılında Osmanlı maliyesi iflasını ilan etti; bu durum 1881'de Düyun-ı Umumiye İdaresi'nin kurulmasına yol açtı.","çöküş"
"Osmanlı borçları yönetimi ne zaman devralındı?","1875 yılında Osmanlı maliyesi iflasını ilan etti; bu durum 1881'de Düyun-ı Umumiye İdaresi'nin kurulmasına yol açtı.","çöküş"
"I. Meşrutiyet ne zaman ilan edildi?","1876 yılında II. Abdülhamid döneminde I. Meşrutiyet ilan edildi ve Kanun-u Esasi yürürlüğe girdi.","çöküş"
"Kanun-u Esasi ne zaman yürürlüğe girdi?","1876 yılında II. Abdülhamid döneminde I. Meşrutiyet ilan edildi ve Kanun-u Esasi yürürlüğe girdi.","çöküş"
"Meşrutiyet hangi padişah döneminde ilan edildi?","1876 yılında II. Abdülhamid döneminde I. Meşrutiyet ilan edildi ve Kanun-u Esasi yürürlüğe girdi.","çöküş"
"İlk anayasa ne zaman kabul edildi?","1876 yılında II. Abdülhamid döneminde I. Meşrutiyet ilan edildi ve Kanun-u Esasi yürürlüğe girdi.","çöküş"
"93 Harbi hangi yıllar arasında yapıldı?","1877-1878 Osmanlı-Rus Savaşı (93 Harbi)' 1878 yılında Ayastefanos Antlaşması ile sona erdi.","çöküş"
"Ayastefanos Antlaşması ne zaman imzalandı?","1877-1878 Osmanlı-Rus Savaşı (93 Harbi)' 1878 yılında Ayastefanos Antlaşması ile sona erdi.","çöküş"
"Bu savaş hangi antlaşmayla bitti?","1877-1878 Osmanlı-Rus Savaşı (93 Harbi)' 1878 yılında Ayastefanos Antlaşması ile sona erdi.","çöküş"
"Ayastefanos'ta ne kararlaştırıldı?","1877-1878 Osmanlı-Rus Savaşı (93 Harbi)' 1878 yılında Ayastefanos Antlaşması ile sona erdi.","çöküş"
"Berlin Antlaşması ne zaman imzalandı?","1878 yılında Berlin Antlaşması ile Sırbistan' Karadağ ve Romanya bağımsız oldu; Bosna-Hersek Avusturya-Macaristan'a bırakıldı.","çöküş"
"Bu antlaşmayla hangi devletler bağımsız oldu?","1878 yılında Berlin Antlaşması ile Sırbistan' Karadağ ve Romanya bağımsız oldu; Bosna-Hersek Avusturya-Macaristan'a bırakıldı.","çöküş"
"Bosna-Hersek kime bırakıldı?","1878 yılında Berlin Antlaşması ile Sırbistan' Karadağ ve Romanya bağımsız oldu; Bosna-Hersek Avusturya-Macaristan'a bırakıldı.","çöküş"
"Berlin Kongresi ne zaman yapıldı?","1878 yılında Berlin Antlaşması ile Sırbistan' Karadağ ve Romanya bağımsız oldu; Bosna-Hersek Avusturya-Macaristan'a bırakıldı.","çöküş"
"Kıbrıs ne zaman İngiliz idaresine girdi?","1878 yılında Kıbrıs'ın yönetimi İngiltere'ye devredildi.","çöküş"
"Kıbrıs'ı hangi devlet yönetti?","1878 yılında Kıbrıs'ın yönetimi İngiltere'ye devredildi.","çöküş"
"Ada ne zaman İngiltere'ye verildi?","1878 yılında Kıbrıs'ın yönetimi İngiltere'ye devredildi.","çöküş"
"Kıbrıs'ın devri hangi yılda oldu?","1878 yılında Kıbrıs'ın yönetimi İngiltere'ye devredildi.","çöküş"
"Tunus ne zaman işgal edildi?","1881 yılında Fransa Tunus'u işgal etti.","çöküş"
"Tunus'u kim işgal etti?","1881 yılında Fransa Tunus'u işgal etti.","çöküş"
"Fransa Tunus'u ne zaman işgal etti?","1881 yılında Fransa Tunus'u işgal etti.","çöküş"
"Tunus'un işgali hangi yılda oldu?","1881 yılında Fransa Tunus'u işgal etti.","çöküş"
"Mısır ne zaman işgal edildi?","1882 yılında İngiltere Mısır'ı işgal etti (Mısır' 1914'e kadar de jure Osmanlı toprağı olarak kaldı).","çöküş"
"Mısır'ı kim işgal etti?","1882 yılında İngiltere Mısır'ı işgal etti (Mısır' 1914'e kadar de jure Osmanlı toprağı olarak kaldı).","çöküş"
"İngiltere Mısır'ı ne zaman işgal etti?","1882 yılında İngiltere Mısır'ı işgal etti (Mısır' 1914'e kadar de jure Osmanlı toprağı olarak kaldı).","çöküş"
"Mısır ne zaman İngiliz işgaline uğradı?","1882 yılında İngiltere Mısır'ı işgal etti (Mısır' 1914'e kadar de jure Osmanlı toprağı olarak kaldı).","çöküş"
"Hamidiye Katliamları hangi yıllar arasında yaşandı?","1894-1896 yılları arasında Hamidiye Katliamları olarak bilinen olaylarda 100.000-300.000 arasında Ermeni hayatını kaybetti.","çöküş"
"Bu katliamlar kime karşı yapıldı?","1894-1896 yılları arasında Hamidiye Katliamları olarak bilinen olaylarda 100.000-300.000 arasında Ermeni hayatını kaybetti.","çöküş"
"Ermeni olayları ne zaman oldu?","1894-1896 yılları arasında Hamidiye Katliamları olarak bilinen olaylarda 100.000-300.000 arasında Ermeni hayatını kaybetti.","çöküş"
"Hamidiye Katliamları'nın tarihi nedir?","1894-1896 yılları arasında Hamidiye Katliamları olarak bilinen olaylarda 100.000-300.000 arasında Ermeni hayatını kaybetti.","çöküş"
"II. Meşrutiyet ne zaman ilan edildi?","1908 yılında Jön Türk Devrimi ile II. Meşrutiyet ilan edildi ve 1876 Anayasası yeniden yürürlüğe kondu.","çöküş"
"Jön Türk Devrimi ne zaman oldu?","1908 yılında Jön Türk Devrimi ile II. Meşrutiyet ilan edildi ve 1876 Anayasası yeniden yürürlüğe kondu.","çöküş"
